Level Name,Arrow Count
Level135.json,85
Level136.json,200
Level137.json,110
Level138.json,224
Level139.json,76
Level140.json,193
Level141.json,73
Level142.json,144
Level143.json,203
Level144.json,69
Level145.json,170
Level146.json,155
Level147.json,61
Level148.json,137
Level149.json,62
Level150.json,87
Level151.json,128
Level152.json,86
Level153.json,213
Level154.json,79
Level155.json,128
Level156.json,131
Level157.json,138
Level158.json,179
Level159.json,66
Level160.json,134
Level161.json,110
Level162.json,163
Level163.json,207
Level164.json,61
Level165.json,159
Level166.json,182
Level167.json,121
Level168.json,203
Level169.json,81
Level170.json,174
Level171.json,114
Level172.json,209
Level173.json,101
Level174.json,115
Level175.json,205
Level176.json,143
Level177.json,201
Level178.json,184
Level179.json,49
Level180.json,192
Level181.json,96
Level182.json,89
Level183.json,235
Level184.json,70
Level185.json,143
Level186.json,155
Level187.json,135
Level188.json,151
Level189.json,72
Level190.json,182
Level191.json,89
Level192.json,218
Level193.json,190
Level194.json,86
Level195.json,222
Level196.json,246
Level197.json,110
Level198.json,238
Level199.json,151
Level200.json,206
Level201.json,140
Level202.json,176
Level203.json,98
Level204.json,85
Level205.json,245
Level206.json,210
Level207.json,201
Level208.json,246
Level209.json,129
Level210.json,76
Level211.json,83
Level212.json,214
Level213.json,236
Level214.json,112
Level215.json,196
Level216.json,102
Level217.json,146
Level218.json,199
Level219.json,102
Level220.json,102
Level221.json,124
Level222.json,119
Level223.json,186
Level224.json,138
Level225.json,154
Level226.json,182
Level227.json,113
Level228.json,127
Level229.json,142
Level230.json,156
Level231.json,120
Level232.json,112
Level233.json,190
Level234.json,99
Level235.json,111
Level236.json,209
Level237.json,176
Level238.json,82
Level239.json,145
Level240.json,177
Level241.json,166
Level242.json,221
Level243.json,204
Level244.json,103
Level245.json,134
Level246.json,244
Level247.json,168
Level248.json,227
Level249.json,179
Level250.json,108
Level251.json,128
Level252.json,217
Level253.json,178
Level254.json,212
Level255.json,131
Level256.json,120
Level257.json,108
Level258.json,174
Level259.json,142
Level260.json,193
Level261.json,196
Level262.json,142
Level263.json,224
Level264.json,125
Level265.json,226
Level266.json,116
Level267.json,171
Level268.json,174
Level269.json,182
Level270.json,199
Level271.json,163
Level272.json,196
Level273.json,164
Level274.json,123
Level275.json,232
Level276.json,112
Level277.json,137
Level278.json,247
Level279.json,113
Level280.json,166
Level281.json,128
Level282.json,142
Level283.json,90
Level284.json,182
Level285.json,221
Level286.json,117
Level287.json,143
Level288.json,162
Level289.json,220
Level290.json,173
Level291.json,213
Level292.json,168
Level293.json,238
Level294.json,194
Level295.json,230
Level296.json,241
Level297.json,208
Level298.json,230
Level299.json,183
Level300.json,219
Level301.json,212
Level302.json,110
Level303.json,183
Level304.json,243
Level305.json,229
Level306.json,236
Level307.json,175
Level308.json,99
Level309.json,174
Level310.json,214
Level311.json,221
Level312.json,195
Level313.json,244
Level314.json,231
Level315.json,186
Level316.json,134
Level317.json,86
Level318.json,164
Level319.json,196
Level320.json,221
Level321.json,191
Level322.json,175
Level323.json,234
Level324.json,103
Level325.json,83
Level326.json,242
Level327.json,228
Level328.json,89
Level329.json,205
Level330.json,89
Level331.json,130
Level332.json,186
Level333.json,229
Level334.json,196
Level335.json,234
Level336.json,201
Level337.json,157
Level338.json,142
Level339.json,208
Level340.json,221
Level341.json,204
Level342.json,175
Level343.json,247
Level344.json,234
Level345.json,233
Level346.json,180
Level347.json,90
Level348.json,224
Level349.json,190
Level350.json,192
Level351.json,218
Level352.json,225
Level353.json,187
Level354.json,201
Level355.json,236
Level356.json,105
Level357.json,224
Level358.json,234
Level359.json,210
Level360.json,171
Level361.json,194
Level362.json,201
Level363.json,76
Level364.json,174
Level365.json,71
Level366.json,208
Level367.json,245
Level368.json,130
Level369.json,225
Level370.json,110
Level371.json,209
Level372.json,213
Level373.json,141
Level374.json,221
Level375.json,234
Level376.json,105
Level377.json,216
Level378.json,149
Level379.json,237
Level380.json,158
Level381.json,238
Level382.json,211
Level383.json,150
Level384.json,218
Level385.json,200
Level386.json,225
Level387.json,210
Level388.json,212
Level389.json,236
Level390.json,193
Level391.json,156
Level392.json,209
Level393.json,214
Level394.json,233
Level395.json,229
Level396.json,205
Level397.json,145
Level398.json,165
Level399.json,148
Level400.json,198
